
> weflow-remote-viewer@0.1.0 dev
> next dev --port 3001

▲ Next.js 16.2.6 (Turbopack)
- Local:         http://localhost:3001
- Network:       http://198.18.0.1:3001
- Environments: .env.local
✓ Ready in 6.5s

 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 289ms (next.js: 7ms, application-code: 282ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 553ms (next.js: 24ms, application-code: 529ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 261ms (next.js: 3ms, application-code: 258ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 277ms (next.js: 5ms, application-code: 272ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 240ms (next.js: 3ms, application-code: 237ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 261ms (next.js: 5ms, application-code: 256ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 235ms (next.js: 4ms, application-code: 231ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 231ms (next.js: 5ms, application-code: 226ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 227ms (next.js: 3ms, application-code: 224ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 284ms (next.js: 6ms, application-code: 277ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 246ms (next.js: 4ms, application-code: 242ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 238ms (next.js: 3ms, application-code: 235ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 216ms (next.js: 3ms, application-code: 213ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 244ms (next.js: 11ms, application-code: 234ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 235ms (next.js: 6ms, application-code: 229ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 218ms (next.js: 7ms, application-code: 211ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 237ms (next.js: 6ms, application-code: 231ms)
